chunk_id,source_id,category,culture_region,norm_type,title,norm_statement,latent_variables,acceptable_when,unacceptable_when,ambiguity_factors,keywords,retrieval_text
RAG_SAC026,SAC026,workplace,Japan,overtime-presence,Japan: Overtime Presence,"Staying later may signal commitment in some workplaces, though norms are changing.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; changing; commitment; coworker; feedback; japan; later; manager; norm; norms; overtime; overtime presence; signal; some; staying; though; workplace; workplaces,"Culture or social context: Japan. Norm domain: Overtime Presence. Situation category: workplace. Norm: Staying later may signal commitment in some workplaces, though norms are changing. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC027,SAC027,workplace,US,work-life-separation,US: Work Life Separation,After-work socializing is usually optional and personal time is respected.,employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",after work; boss; coworker; feedback; manager; norm; optional; overtime; personal; respected; socializing; time; us; work life separation; workplace,"Culture or social context: US. Norm domain: Work Life Separation. Situation category: workplace. Norm: After-work socializing is usually optional and personal time is respected. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC028,SAC028,workplace,Japan,team-bonding,Japan: Team Bonding,"After-work gatherings may support team cohesion, but expectations vary by company and generation.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",after work; boss; cohesion; company; coworker; expectations; feedback; gatherings; generation; japan; manager; norm; overtime; support; team; team bonding; vary; workplace,"Culture or social context: Japan. Norm domain: Team Bonding. Situation category: workplace. Norm: After-work gatherings may support team cohesion, but expectations vary by company and generation. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC029,SAC029,workplace,Germany,direct-feedback,Germany: Direct Feedback,"Directness may be acceptable, but professional respect and specificity are still expected.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; coworker; direct feedback; directness; expected; feedback; germany; manager; norm; overtime; professional; respect; specificity; still; workplace,"Culture or social context: Germany. Norm domain: Direct Feedback. Situation category: workplace. Norm: Directness may be acceptable, but professional respect and specificity are still expected. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC030,SAC030,workplace,Thailand,face-saving,Thailand: Face Saving,Feedback is often expected to be softened to avoid embarrassment.,employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",avoid; boss; coworker; embarrassment; expected; face saving; feedback; manager; norm; often; overtime; softened; thailand; workplace,"Culture or social context: Thailand. Norm domain: Face Saving. Situation category: workplace. Norm: Feedback is often expected to be softened to avoid embarrassment. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC031,SAC031,workplace,France,boundary,France: Boundary,"Delayed replies to non-urgent messages can be acceptable, especially outside work hours.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; boundary; coworker; delayed; especially; feedback; france; hours; manager; messages; non urgent; norm; outside; overtime; replies; work; workplace,"Culture or social context: France. Norm domain: Boundary. Situation category: workplace. Norm: Delayed replies to non-urgent messages can be acceptable, especially outside work hours. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC032,SAC032,workplace,Japan,responsiveness,Japan: Responsiveness,"Promptness is valued, but expectations depend on urgency and workplace policy.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; coworker; depend; expectations; feedback; japan; manager; norm; overtime; policy; promptness; responsiveness; urgency; valued; workplace,"Culture or social context: Japan. Norm domain: Responsiveness. Situation category: workplace. Norm: Promptness is valued, but expectations depend on urgency and workplace policy. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC033,SAC033,workplace,US,accountability,US: Accountability,"Reporting may be acceptable for serious issues, but minor mistakes are often handled directly first.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",accountability; boss; coworker; directly; feedback; first; handled; issues; manager; minor; mistakes; norm; often; overtime; reporting; serious; us; workplace,"Culture or social context: US. Norm domain: Accountability. Situation category: workplace. Norm: Reporting may be acceptable for serious issues, but minor mistakes are often handled directly first. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC034,SAC034,workplace,China,group-harmony,China: Group Harmony,Bypassing the coworker may be seen as damaging harmony and trust unless the issue is serious.,employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; bypassing; china; coworker; damaging; feedback; group harmony; harmony; issue; manager; norm; overtime; seen; serious; trust; unless; workplace,"Culture or social context: China. Norm domain: Group Harmony. Situation category: workplace. Norm: Bypassing the coworker may be seen as damaging harmony and trust unless the issue is serious. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC035,SAC035,workplace,Italy,expressive-discussion,Italy: Expressive Discussion,"Conversational overlap can occur, but repeated interruption may still be disrespectful.",employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; conversational; coworker; disrespectful; expressive discussion; feedback; interruption; italy; manager; norm; occur; overlap; overtime; repeated; still; workplace,"Culture or social context: Italy. Norm domain: Expressive Discussion. Situation category: workplace. Norm: Conversational overlap can occur, but repeated interruption may still be disrespectful. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC036,SAC036,workplace,Japan,turn-taking,Japan: Turn Taking,Interrupting can signal disrespect and disrupt orderly discussion.,employee; coworker/manager; hierarchy; professional role; public/private setting; policy expectations,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",boss; coworker; discussion; disrespect; disrupt; feedback; interrupting; japan; manager; norm; orderly; overtime; signal; turn taking; workplace,"Culture or social context: Japan. Norm domain: Turn Taking. Situation category: workplace. Norm: Interrupting can signal disrespect and disrupt orderly discussion. Relevant latent variables: employee, coworker/manager, hierarchy, professional role, public/private setting, policy expectations. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC037,SAC037,communication,US,constructive-feedback,US: Constructive Feedback,"Feedback is acceptable when invited, but harsh wording may hurt the relationship.",speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",communication; constructive feedback; directness; face; feedback; harmony; harsh; hurt; invited; norm; politeness; relationship; tone; us; when; wording,"Culture or social context: US. Norm domain: Constructive Feedback. Situation category: communication. Norm: Feedback is acceptable when invited, but harsh wording may hurt the relationship. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC038,SAC038,communication,Japan,indirect-feedback,Japan: Indirect Feedback,Indirect phrasing is often preferred to preserve the friend’s dignity.,speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",communication; dignity; directness; face; feedback; friend; harmony; indirect; indirect feedback; japan; norm; often; phrasing; politeness; preferred; preserve; tone,"Culture or social context: Japan. Norm domain: Indirect Feedback. Situation category: communication. Norm: Indirect phrasing is often preferred to preserve the friend’s dignity. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC039,SAC039,communication,US,conversational-respect,US: Conversational Respect,Abruptly ending a call is usually considered disrespectful unless there is a safety concern.,speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",abruptly; call; communication; concern; considered; conversational respect; directness; disrespectful; ending; face; feedback; harmony; norm; politeness; safety; there; tone; unless,"Culture or social context: US. Norm domain: Conversational Respect. Situation category: communication. Norm: Abruptly ending a call is usually considered disrespectful unless there is a safety concern. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC040,SAC040,communication,Brazil,expressive-conflict,Brazil: Expressive Conflict,"Emotional expression may be more tolerated, but abruptly ending communication can still damage trust.",speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",abruptly; brazil; communication; damage; directness; emotional; ending; expression; expressive conflict; face; feedback; harmony; more; norm; politeness; still; tolerated; tone,"Culture or social context: Brazil. Norm domain: Expressive Conflict. Situation category: communication. Norm: Emotional expression may be more tolerated, but abruptly ending communication can still damage trust. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC041,SAC041,communication,US,confidence,US: Confidence,"Eye contact often signals confidence, but neurodiversity, shyness, or respect may affect interpretation.",speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",affect; communication; confidence; contact; directness; face; feedback; harmony; interpretation; neurodiversity; norm; often; politeness; respect; shyness; signals; tone; us,"Culture or social context: US. Norm domain: Confidence. Situation category: communication. Norm: Eye contact often signals confidence, but neurodiversity, shyness, or respect may affect interpretation. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC042,SAC042,communication,Japan,respect,Japan: Respect,Reduced direct eye contact can be interpreted as respectful rather than evasive.,speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",communication; contact; direct; directness; evasive; face; feedback; harmony; interpreted; japan; norm; politeness; rather; reduced; respect; respectful; than; tone,"Culture or social context: Japan. Norm domain: Respect. Situation category: communication. Norm: Reduced direct eye contact can be interpreted as respectful rather than evasive. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC043,SAC043,communication,Korea,hierarchy-and-politeness,Korea: Hierarchy And Politeness,"Formal speech can show respect, especially when relationship closeness is unclear.",speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",closeness; communication; directness; especially; face; feedback; formal; harmony; hierarchy and politeness; korea; norm; politeness; relationship; respect; show; speech; tone; unclear,"Culture or social context: Korea. Norm domain: Hierarchy And Politeness. Situation category: communication. Norm: Formal speech can show respect, especially when relationship closeness is unclear. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC044,SAC044,communication,US,informality,US: Informality,Formal language is polite but may create distance in casual peer interactions.,speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",casual; communication; create; directness; distance; face; feedback; formal; harmony; informality; interactions; language; norm; peer; polite; politeness; tone; us,"Culture or social context: US. Norm domain: Informality. Situation category: communication. Norm: Formal language is polite but may create distance in casual peer interactions. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC045,SAC045,communication,US,emotional-expression,US: Emotional Expression,"Open emotional communication is often valued, but privacy is also respected.",speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",also; communication; directness; emotional; emotional expression; face; feedback; harmony; norm; often; open; politeness; privacy; respected; tone; us; valued,"Culture or social context: US. Norm domain: Emotional Expression. Situation category: communication. Norm: Open emotional communication is often valued, but privacy is also respected. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
RAG_SAC046,SAC046,communication,Finland,reserved-communication,Finland: Reserved Communication,Concise communication and emotional privacy are often socially acceptable.,speaker; listener; directness; face-saving; tone; public/private setting,"The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation.","The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target.","Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated.",communication; concise; directness; emotional; face; feedback; finland; harmony; norm; often; politeness; privacy; reserved communication; socially; tone,"Culture or social context: Finland. Norm domain: Reserved Communication. Situation category: communication. Norm: Concise communication and emotional privacy are often socially acceptable. Relevant latent variables: speaker, listener, directness, face-saving, tone, public/private setting. Acceptable when: The action is more likely to be acceptable when it respects the relevant relationship, minimizes embarrassment or harm, follows local expectations, and is communicated with appropriate consent or explanation. Unacceptable when: The action is more likely to be unacceptable when it violates privacy, respect, hierarchy, reciprocity, commitment, or care expectations, especially in public or with a vulnerable/lower-power target. Ambiguity factors: Key ambiguity factors include relationship closeness, tone, consent, public vs private setting, relative status, and whether the action is routine, invited, necessary, or repeated."
